Category,Name,Street,City,State,Zip,Phone,Twitter
Restaurants,Green Papaya Thai Cuisine,3804 Prince St,Flushing,NY,11354,(718) 353-1888,n/a
Restaurants,Restaurant Malaysia,13517 40th Rd,New York,NY,11354,(718) 353-2901,n/a
Restaurants,B-3,3522 150th Pl,Flushing,NY,11354,(718) 353-3350,n/a
Restaurants,Parson's Mini Market,14706 45th Ave,Flushing,NY,11355,(718) 353-4602,n/a
Restaurants,International House of Pancakes,15517 Northern Blvd,Flushing,NY,11354,(718) 353-5576,IHOP
Restaurants,Biryani Pointe & Chat,44-27 Kissena Blvd,Flushing,NY,11355,(718) 353-5577,n/a
Restaurants,Red Bowl Noodle Shop,40-52 Main St,Flushing,NY,11354,(718) 353-7683,n/a
Restaurants,Udu Cafe,3704 Prince St,Flushing,NY,11354,(718) 353-9538,n/a
Restaurants,Chinese House,149-08 41 Ave,Flushing,NY,11355,(718) 358-0468,n/a
Restaurants,Spicy & Tasty,39-07 Prince St,Flushing,NY,11354,(718) 359-1601,n/a
Restaurants,Tong Sam Gyup Goo Ee Korean Restaurant,162-23 Depot Rd,Flushing,NY,11358,(718) 359-4583,n/a
Restaurants,Yao Shing Chinese Restaurant,4506 Parsons Blvd,Flushing,NY,11355,(718) 359-4888,n/a
Restaurants,Bella Via Restaurant,4746 Vernon Blvd,Long Island City,NY,11101,(718) 361-7510,bellaviaLIC 
Restaurants,Heaven By Russo Restaurant,2338 Coney Island Ave,Brooklyn,NY,11223,(718) 362-0408,n/a
Restaurants,Caribbean Pot Restaurant,327 Utica Ave,Brooklyn,NY,11213,(718) 363-7006,n/a
Restaurants,Metropole Restaurant,2775 Coney Island Ave,Brooklyn,NY,11230,(718) 368-0303,n/a
Restaurants,Pirosmani,2222 Ave U,Brooklyn,NY,11229,(718) 368-3237,n/a
Restaurants,Chief Fast Food,2678 Coney Island Ave,Brooklyn,NY,11235,(718) 368-4227,n/a
Restaurants,Reyes Deli & Grocery,532 4th Ave,Brooklyn,NY,11215,(718) 369-3211,n/a
Restaurants,Le P'tit Paris Bistro,256 Prospect Park W,Brooklyn,NY,11215,(718) 369-3590,n/a
Restaurants,Burger King,2940 Cropsey Ave,Brooklyn,NY,11214,(718) 372-9120,BKQueensNY 
Restaurants,La Bella Pizza,8509 20th Ave,Brooklyn,NY,11214,(718) 373-0008,LaBellaPizzaNY 
Restaurants,Popeyes Louisiana Kitchen,2010 86th St,New York,NY,11214,(718) 373-1061,PopeyesChicken 
Restaurants,Tokyo Cafe 86,2347 86th St,Brooklyn,NY,11214,(718) 373-1582,n/a
Restaurants,Legend Steak House,1962 86th St,Brooklyn,NY,11214,(718) 373-3888,bernssteakhouse 
Restaurants,Fontana Sushi,2310 86th St,Brooklyn,NY,11214,(718) 373-9000,n/a
Restaurants,Uzbekistan,2170 86th St,Brooklyn,NY,11214,(718) 373-9393,n/a
Restaurants,Shaikh's Place,1503 Ave U,Brooklyn,NY,11229,(718) 375-2572,n/a
Restaurants,New Cuzins' Restaurant,2012 Coney Island Ave,Brooklyn,NY,11223,(718) 375-6526,n/a
Restaurants,Cupola Samarkanda II,1797 McDonald Ave,Brooklyn,NY,11230,(718) 375-7777,n/a
Restaurants,Mannys Bake Shop,16118 Union Tpke,Flushing,NY,11366,(718) 380-0802,n/a
Restaurants,Melody Glatt Kosher,157-09 72 Ave,Flushing,NY,11367,(718) 380-4400,n/a
Restaurants,Hapisgah,14725 Union Tpke,Flushing,NY,11367,(718) 380-4449,hapisgah 
Restaurants,Bar Sushi Tai,462 Avenue P,Brooklyn,NY,11223,(718) 382-1158,n/a
Restaurants,Burger King,2425 Coney Island Ave,Brooklyn,NY,11223,(718) 382-1409,BKQueensNY 
Restaurants,Gurman Restaurant,2402 Coney Island Ave,Brooklyn,NY,11223,(718) 382-3300,GurmanRestauran 
Restaurants,Tbilisi Restaurant,811 Kings Hwy,Brooklyn,NY,11223,(718) 382-6485,n/a
Restaurants,Cafe Henri,1010 50th Ave,Long Island City,NY,11109,(718) 383-9315,n/a
Restaurants,BAD Burger,131 Grand St,Brooklyn,NY,11211,(718) 384-7273,Bad_Burger 
Restaurants,Mother's,347 Graham Ave,Brooklyn,NY,11211,(718) 384-7778,n/a
Restaurants,Peter Luger Steak House,178 Broadway,Brooklyn,NY,11211,(718) 387-7400,n/a
Restaurants,Walter Foods,253 Grand St,Brooklyn,NY,11211,(718) 387-8783,n/a
Restaurants,Tuffet: Cheese/Meat/Bar,286 Graham Ave,Brooklyn,NY,11211,(718) 388-7434,n/a
Restaurants,Graham Avenue Meats And Deli,445 Graham Ave,Brooklyn,NY,11211,(718) 389-9777,n/a
Restaurants,Court Square Diner,45-30 23rd St,Long Island City,NY,11101,(718) 392-1222,n/a
Restaurants,Singas Famous Pizza,4202 Northern Blvd,Long Island City,NY,11101,(718) 392-7724,n/a
Restaurants,Best Deli Restaurant,986 Atlantic Ave,Brooklyn,NY,11238,(718) 398-3130,n/a
Restaurants,Sammy's Pizzeria,486 Dekalb Ave,Brooklyn,NY,11205,(718) 398-4733,SammyPizzeria 
Restaurants,Cubana Cafe,80 6th Ave,Brooklyn,NY,11217,(718) 398-9818,n/a
Restaurants,Mogador Falafels,671 Union St,Brooklyn,NY,11215,(718) 398-9838,n/a
Restaurants,Alice's Arbor,549 Classon Ave,New York,NY,11238,(718) 399-3003,AlicesArbor 
Restaurants,Green Mango,1249 Atlantic Ave,Brooklyn,NY,11216,(718) 399-3292,n/a
Restaurants,67 Burger,234 Flatbush Ave,Brooklyn,NY,11217,(718) 399-6767,67burger 
Restaurants,Carroll Gardens Classic Diner,155 Smith St,Brooklyn,NY,11226,(718) 403-9940,n/a
Restaurants,Goustaro,93rd & 4th St,Brooklyn,NY,11209,(718) 408-3133,n/a
Restaurants,Tandoori Hutt,143-06 45th Ave,Flushing,NY,11355,(718) 412-8302,TANDOORIHUTT 
Restaurants,F Line Bagels,476 Smith St,Brooklyn,NY,11231,(718) 422-0001,n/a
Restaurants,To B Thai,126 Beverley Rd,Brooklyn,NY,11218,(718) 435-0459,n/a
Restaurants,Taqueria Los Poblanos,733 Church Ave,Brooklyn,NY,11218,(718) 436-5705,n/a
Restaurants,El Gran Prestige,623 Church Ave,Brooklyn,NY,11218,(718) 438-0447,n/a
Restaurants,Gyro Cafe,580 Coney Island Ave,Brooklyn,NY,11218,(718) 438-0860,n/a
Restaurants,Pizza By The Park,4201 7th Ave,Brooklyn,NY,11232,(718) 438-3210,n/a
Restaurants,Hot Bagels,127 Church Ave,Brooklyn,NY,11218,(718) 438-5650,TheBagels 
Restaurants,Bojangles' Famous Chicken,1291 Broadway,Brooklyn,NY,11221,(718) 443-7913,n/a
Restaurants,Daro's Pizza,4425 Kissena Boulevard,Flushing,NY,11355,(718) 445-5572,Bojangles1977 
Restaurants,KFC,4042 Main St,Flushing,NY,11354,(718) 445-6268,kfc_colonel 
Restaurants,Chengs Oriental Express,4213 Bowne St,Flushing,NY,11355,(718) 445-6888,n/a
Restaurants,Monster KTV,40-52 Main St,Flushing,NY,11355,(718) 445-7300,n/a
Restaurants,Five Guys Burgers and Fries,Sky View Center Mall,Flushing,NY,11354,(718) 445-7800,5GuysBurgNFries 
Restaurants,Figs Restaurant,LaGuardia Airport,Flushing,NY,11351,(718) 446-7600,n/a
Restaurants,Harway Pizza Gyro Falafel,2863 Harway Ave,Brooklyn,NY,11214,(718) 449-5500,HarwayPizza 
Restaurants,Fisheye Bar & Grill,Canarsie,Brooklyn,NY,11234,(718) 451-3474,n/a
Restaurants,Goodbye Blue Monday,1087 Broadway,Brooklyn,NY,11221,(718) 453-6343,GBM_BushwickBK 
Restaurants,Kennedy Pizza & Chicken,1104 Lafayette Ave,Brooklyn,NY,11221,(718) 455-5413,n/a
Restaurants,Divine Cafe,896 Broadway,Brooklyn,NY,11206,(718) 455-5455,n/a
Restaurants,Sushi Ameriko,3620 Union St,Flushing,NY,11354,(718) 460-2225,n/a
Restaurants,Mat Baram Restaurant,150-40 Northern Blvd,Flushing,NY,11354,(718) 460-2535,n/a
Restaurants,Great House Restaurant,41-13 Kissena Blvd,Flushing,NY,11355,(718) 461-1313,n/a
Restaurants,McDonald's,4018 Main St,Flushing,NY,11354,(718) 461-6032,McDNYTriState 
Restaurants,La Amistad Bakery,40 -37 162nd St,Murray Hill,NY,11358,(718) 463-2477,n/a
Restaurants,Singas Famous Pizza,4140 Main St,Flushing,NY,11355,(718) 463-3311,n/a
Restaurants,Pop's Diner,44 29 B Kissena Blvd,Flushing,NY,11355,(718) 463-7719,n/a
Restaurants,House of Glatt,385 Kingston Ave,Brooklyn,NY,11225,(718) 467-9411,HouseofGlatt 
Restaurants,Tournesol,5012 Vernon Blvd,Long Island City,NY,11101,(718) 472-4355,n/a
Restaurants,PJ Leahy's,5002 Vernon Blvd,Long Island City,NY,11101,(718) 472-5131,n/a
Restaurants,Buon Gelateria & Euro Bar,74-02b Eliot Ave,Queens,NY,11379,(718) 478-2200,n/a
Restaurants,Escolas,3204 36th Avenue,Queens,NY,11106,(718) 482-7461,n/a
Restaurants,Puff Cafe,1307 Ave Z,Brooklyn,NY,11235,(718) 483-9393,n/a
Restaurants,TK's Deli,954 Broadway,Brooklyn,NY,11206,(718) 484-0520,n/a
Restaurants,NeroDoro,395 Classon Ave,Brooklyn,NY,11238,(718) 484-8822,NeroDoroCafe 
Restaurants,Cook Street Restaurant,685 Broadway,Brooklyn,NY,11206,(718) 486-6836,n/a
Restaurants,Lodge,318 Grand St,Brooklyn,NY,11211,(718) 486-9400,n/a
Restaurants,Jolie Cantina,241 Smith St,Brooklyn,NY,11231,(718) 488-0777,n/a
Restaurants,Lunetta,116 Smith St,Brooklyn,NY,11201,(718) 488-6269,lunettabklyn 
Restaurants,Arele's Bagels,331 Kingston Ave,Brooklyn,NY,11213,(718) 493-4270,n/a
Restaurants,Crown Bagel,333A Kingston Avenue,Brooklyn,NY,11213,(718) 493-4270,n/a
Restaurants,C& B Luncheonette,983 Wyckoff Ave,Queens,NY,11385,(718) 497-6561,n/a
Restaurants,Two Moon Art House & Cafe,315 4th Ave,Brooklyn,NY,11215,(718) 499-0460,TwoMoonBklyn 
Restaurants,Bagel Pub,287 9th St,New York,NY,11215,(718) 499-4402,n/a
Restaurants,Artisan Food Valley,9204 3rd Ave,Brooklyn,NY,11209,(718) 513-0071,ArtisanFoodVall 
Restaurants,Piazza Mercato,9204 3rd Ave,Brooklyn,NY,11209,(718) 513-0071,PiazzaMercato 
Restaurants,Lotus Thai,1924 Coney Island Ave,Brooklyn,NY,11230,(718) 513-6686,LotusThaiRest 
Restaurants,Svet Sarah Glatt Kosher Resturant,73-27 Main St,Flushing,NY,11367,(718) 520-7770,n/a
Restaurants,Station Cafe,224 4th Ave,Brooklyn,NY,11215,(718) 522-2083,n/a
Restaurants,Raga,142 Smith St,Brooklyn,NY,11201,(718) 522-3027,n/a
Restaurants,Kyoto Sushi,115 Smith St,Brooklyn,NY,11201,(718) 522-5888,KyotoSushiNYC 
Restaurants,Deyi Peking Duck House,43-18 Main St,Flushing,NY,11355,(718) 539-3061,n/a
Restaurants,J & K Bakery,2914 Union St,Flushing,NY,11354,(718) 539-3563,n/a
Restaurants,Lang Qi,5701 7th Ave,Brooklyn,NY,11220,(718) 567-7766,n/a
Restaurants,McDonald's,1380 Broadway,Brooklyn,NY,11221,(718) 573-8797,McDNYTriState 
Restaurants,Carlos & Gabby's,67-11 Main St,New York,NY,11367,(718) 575-8226,n/a
Restaurants,Bagels Plus,70-39 Parsons Blvd,Queens,NY,11365,(718) 591-3615,n/a
Restaurants,The Oneness-Fountain-Heart,157-19 72nd Ave,Flushing,NY,11367,(718) 591-3663,n/a
Restaurants,Popeyes,164-17 Union Tpke,Flushing,NY,11366,(718) 591-3680,PopeyesChicken 
Restaurants,Tomato N Basil,226 4th Ave,Brooklyn,NY,11215,(718) 596-8855,n/a
Restaurants,Fatty 'Cue,91 S 6th St,Brooklyn,NY,11211,(718) 599-3090,FattyCueNY 
Restaurants,Moto,394 Broadway,Brooklyn,NY,11211,(718) 599-6895,Motobrooklyn 
Restaurants,El Nuevo Canario,1062 Broadway,Brooklyn,NY,11221,(718) 602-0006,n/a
Restaurants,Corner Bistro,47-18 Vernon Blvd,Long Island City,NY,11101,(718) 606-5000,n/a
Restaurants,Caspiy Restaurant,1309 Ave Z,Brooklyn,NY,11235,(718) 616-1399,n/a
Restaurants,Tempura,8509 18th Ave,Brooklyn,NY,11214,(718) 621-3820,n/a
Restaurants,Puritan Restaurant,1454 86th St,Brooklyn,NY,11228,(718) 621-4714,n/a
Restaurants,Rosa Pizzeria,7623 13th Avenue,Brooklyn,NY,11228,(718) 621-6966,n/a
Restaurants,Brownstone Bagel & Bread Co,671 Union St,Brooklyn,NY,11215,(718) 622-6030,n/a
Restaurants,Baguetteaboudit!,270 Vanderbilt Ave,Brooklyn,NY,11205,(718) 622-8333,Baguetteaboudit 
Restaurants,213 Mexican Restaurant,213 Smith St.,Brooklyn,NY,11201,(718) 625-2616,n/a
Restaurants,Knapp Pizza III,427 Kings Hwy,Brooklyn,NY,11223,(718) 627-1700,n/a
Restaurants,Downhouse Lounge,250 Ave X,Brooklyn,NY,11223,(718) 627-3200,DownHouseNY 
Restaurants,Sushi K Bar II,627 Kings Hwy,Brooklyn,NY,11223,(718) 627-5227,sushikbar 
Restaurants,Yen Yen,404 Church Ave,Brooklyn,NY,11218,(718) 633-8711,n/a
Restaurants,El Jalape_o,641 President St,Brooklyn,NY,11215,(718) 636-6333,n/a
Restaurants,Montauk Club,25 8th Ave,Brooklyn,NY,11201,(718) 638-0800,n/a
Restaurants,Sue Perette,270 Smith St,Brooklyn,NY,11231,(718) 643-2861,SuePerette 
Restaurants,Syabri Restaurant,906 Kings Hwy,Brooklyn,NY,11223,(718) 645-2299,n/a
Restaurants,Think Sweet,546 Kings Hwy,Brooklyn,NY,11223,(718) 645-3473,n/a
Restaurants,Tokyo Sushi House,1915 Ave U,Brooklyn,NY,11229,(718) 646-4753,n/a
Restaurants,East Sushi Bistro Inc,2106 E 19th St,New York,NY,11229,(718) 648-0800,n/a
Restaurants,Sushi Bistro,2106 E 19th St,Brooklyn,NY,11229,(718) 648-0800,n/a
Restaurants,Jonathan's Bakery,1424 Sheepshead Bay Rd,Brooklyn,NY,11235,(718) 648-7348,JonathansBakery 
Restaurants,New Shanghai Tan Restaurant,135-20 40th Rd,Queens,NY,11354,(718) 661-0900,n/a
Restaurants,Uncle Bill's Diner,3017 Stratton St,New York,NY,11354,(718) 661-1770,n/a
Restaurants,Xiang Cai Wang,35-34 Farrington Street,New York,NY,11354,(718) 661-1888,n/a
Restaurants,El Ranchito Deli,4149 150th Street,Flushing,NY,11355,(718) 661-3307,n/a
Restaurants,Nori Japanese Cuisine,55 New Dorp Plz,New York,NY,10306,(718) 668-0288,n/a
Restaurants,Tamada,2006 Coney Island Ave,Brooklyn,NY,11223,(718) 676-0506,n/a
Restaurants,Perfect Touch Cuisine,452 E New York Ave,Brooklyn,NY,11225,(718) 676-0635,PT_Cuisine 
Restaurants,Tete A Tete,2601 E 14th St,Brooklyn,NY,11235,(718) 676-0783,n/a
Restaurants,Popeye's,3442 Nostrand Ave,New York,NY,11229,(718) 676-0888,PopeyesChicken 
Restaurants,Skazka,2334 Coney Island Ave,Brooklyn,NY,11223,(718) 676-5335,n/a
Restaurants,Nosh Express,2819 Nostrand Ave,Brooklyn,NY,11229,(718) 677-3600,n/a
Restaurants,Joeper's Smokeshack,2085 Flatbush Ave,Brooklyn,NY,11234,(718) 677-4225,n/a
Restaurants,Va Beh,446A Dean St,Brooklyn,NY,11217,(718) 678-4200,vabehny 
Restaurants,Bridgeview Diner,9011 3rd Ave,Brooklyn,NY,11209,(718) 680-9818,n/a
Restaurants,Dougies Bar-B-Que & Grill,4310 18th Ave,Brooklyn,NY,11218,(718) 686-8080,n/a
Restaurants,Superano's Pizzeria & Restaurant,3009 Ave N,Brooklyn,NY,11210,(718) 692-2904,n/a
Restaurants,NY Dream Deli,2419 Jackson Ave,Long Island City,NY,11109,(718) 706-8000,n/a
Restaurants,The Creek & The Cave,10-93 Jackson Ave,Long Island City,NY,11101,(718) 706-8783,creekandcave 
Restaurants,Queen Fried Chicken,2305 45th Rd,New York,NY,11101,(718) 707-9903,n/a
Restaurants,Cafe Jo Jo,136-20 38th Ave,Flushing,NY,11354,(718) 713-0412,n/a
Restaurants,China City Restaurant,244 Kings Hwy,Brooklyn,NY,11223,(718) 714-4272,n/a
Restaurants,Oh Sho Sushi,2341 86th St,Brooklyn,NY,11214,(718) 714-6200,n/a
Restaurants,Side Door Cafe,19-33 Ditmars Blvd,New York,NY,11105,(718) 721-1933,n/a
Restaurants,Boulevard Deli Restaurant,3300 Northern Blvd,Long Island City,NY,11101,(718) 729-0277,n/a
Restaurants,Tequilla Sunrise,4001 Northern Blvd,Long Island City,NY,11101,(718) 729-3301,n/a
Restaurants,New York Deli,21-09 Borden Ave,New York,NY,11101,(718) 729-3464,n/a
Restaurants,Communitea,47-02 Vernon Blvd,Long Island City,NY,11101,(718) 729-7708,n/a
Restaurants,Caravan Grill,2817 Coney Island Ave,Brooklyn,NY,11235,(718) 743-3620,n/a
Restaurants,Caravan Grill,2817 Coney Island Ave,Brooklyn,NY,11235,(718) 743-4900,n/a
Restaurants,Moscow On Hudson,1920 Ave U,Brooklyn,NY,11229,(718) 743-9656,n/a
Restaurants,New Parkway Restaurant,7504 13th Ave,Brooklyn,NY,11228,(718) 745-4371,n/a
Restaurants,Krispy Pizzeria,7112 13th Ave,Brooklyn,NY,11228,(718) 745-9618,n/a
Restaurants,O'Sullivan's Bar & Grill,8902 3rd Ave,Brooklyn,NY,11209,(718) 745-9619,n/a
Restaurants,Osaka Sushi Express,1328 Sheepshead Bay Rd,New York,NY,11235,(718) 758-5888,n/a
Restaurants,Piattini Ristorante,9824 4th Ave,Brooklyn,NY,11209,(718) 759-0009,n/a
Restaurants,Brooklyn Bagels,8624 5th Ave,Brooklyn,NY,11209,(718) 759-9944,bkbagel 
Restaurants,Pho Hoang,41-01 Kissena Blvd,Flushing,NY,11355,(718) 762-6151,n/a
Restaurants,Terrace Bagels,224 Prospect Park W,Brooklyn,NY,11215,(718) 768-3943,n/a
Restaurants,N & D Pizza,2823 Ave U,Brooklyn,NY,11229,(718) 769-0909,n/a
Restaurants,Brennan & Carr,3432 Nostrand Ave,Brooklyn,NY,11229,(718) 769-1254,n/a
Restaurants,Green Curry Thai Cuisine,3513 Ditmars Blvd,New York,NY,11105,(718) 777-7013,n/a
Restaurants,J.K. & Sons,801 Broadway,Brooklyn,NY,11206,(718) 782-2366,n/a
Restaurants,Mexico 2000 Grocery,367 Broadway,Brooklyn,NY,11211,(718) 782-3797,n/a
Restaurants,Mesa Coyoacan,372 Graham Ave,Brooklyn,NY,11211,(718) 782-8171,MesaCoyoacan 
Restaurants,Fiore,284 Grand St,Brooklyn,NY,11211,(718) 782-8222,n/a
Restaurants,New Daniella's,336 Graham Ave,Brooklyn,NY,11211,(718) 782-8653,n/a
Restaurants,McDonald's,840 Atlantic Ave,Brooklyn,NY,11238,(718) 783-5766,McDNYTriState 
Restaurants,McDonald's,840 Atlantic Ave,Brooklyn,NY,11238,(718) 783-5766,McDNYTriState 
Restaurants,Genji Sushi Express,3635 35th St,Long Island City,NY,11106,(718) 784-1970,n/a
Restaurants,Millie's Deli & Grocery,1301 Jackson Ave,Long Island City,NY,11101,(718) 784-9198,n/a
Restaurants,Manetta's Fine Foods,1076 Jackson Ave,Long Island City,NY,11101,(718) 786-6171,n/a
Restaurants,Stolovaya,813 Ave U,Brooklyn,NY,11223,(718) 787-0120,n/a
Restaurants,The Sushi Room,462 Avenue P,Brooklyn,NY,11223,(718) 787-4448,SushiRoomNY 
Restaurants,Elora's Mexican,272 Prospect Park West,Brooklyn,NY,11215,(718) 788-6190,n/a
Restaurants,Windsor Cafe,220 Prospect Park W,Brooklyn,NY,11215,(718) 788-9700,n/a
Restaurants,Umi Nom,433 DeKalb Ave,Brooklyn,NY,11205,(718) 789-8806,kumainn_uminom 
Restaurants,Grill Xpress,7228 Main St,Flushing,NY,11367,(718) 793-2266,n/a
Restaurants,Aria Kabab,7255 Kissena Blvd,Flushing,NY,11367,(718) 793-2984,n/a
Restaurants,Subway,400 Myrtle Ave,Brooklyn,NY,11205,(718) 797-4394,SUBWAY 
Restaurants,Hophap,204 Smith St,Brooklyn,NY,11201,(718) 797-5100,n/a
Restaurants,Tina's,1002 Flushing Ave,Brooklyn,NY,11206,(718) 821-9595,n/a
Restaurants,Sushi Yu,214 Prospect Park W,Brooklyn,NY,11215,(718) 832-8688,n/a
Restaurants,Lone Star Bar & Grill,8703 5th Ave,Brooklyn,NY,11209,(718) 833-5180,LoneStarBarNY 
Restaurants,Ha Ha,9212 4th Ave,Brooklyn,NY,11209,(718) 833-8078,n/a
Restaurants,Shobu Sushi & Grill,9427 5th Ave,Brooklyn,NY,11209,(718) 833-8345,n/a
Restaurants,Espresso Pizzeria,9403 5th Avenue,Brooklyn,NY,11209,(718) 833-8750,n/a
Restaurants,Narrows Coffee Shop,10001 4th Avenue,Brooklyn,NY,11209,(718) 833-9281,n/a
Restaurants,Hero Shop,119 Livingston St,Brooklyn,NY,11201,(718) 834-8572,n/a
Restaurants,Bella Luna Pizza,719 86th St,Brooklyn,NY,11228,(718) 836-9444,n/a
Restaurants,Pizza Den,8521 18th Avenue,Brooklyn,NY,11214,(718) 837-2350,n/a
Restaurants,New Fresh Tortillas,1708 86th St,Brooklyn,NY,11214,(718) 837-4966,n/a
Restaurants,403 Restaurant,403 Church Ave,Brooklyn,NY,11218,(718) 851-0403,n/a
Restaurants,Mandy's Healthy Cafe and Juice Bar,227 Smith St,Brooklyn,NY,11231,(718) 852-5948,n/a
Restaurants,Damas Falafel House,407 Myrtle Ave,Brooklyn,NY,11205,(718) 852-6677,n/a
Restaurants,Sunset Market,4021 7th Ave,Brooklyn,NY,11232,(718) 853-1320,n/a
Restaurants,Korner Pizza,226 Church Ave,Brooklyn,NY,11218,(718) 853-3755,n/a
Restaurants,San Lucas,4702 7th Ave,Brooklyn,NY,11220,(718) 853-5190,n/a
Restaurants,Xpress Pizzeria,709 Church Ave,Brooklyn,NY,11218,(718) 854-5557,n/a
Restaurants,Rocky's Pizzeria and Restaurant,474 Coney Island Ave,Brooklyn,NY,11226,(718) 854-9270,n/a
Restaurants,Downtown Gourmet Deli,68 Bond St,Brooklyn,NY,11217,(718) 855-1516,n/a
Restaurants,Petite Crevette,144 Union St,Brooklyn,NY,11231,(718) 855-2632,n/a
Restaurants,IL Cantuccio,478 Smith St,Brooklyn,NY,11231,(718) 855-2828,IlCantuccioNYC1 
Restaurants,Bijan's,81 Hoyt St,Brooklyn,NY,11211,(718) 855-5574,n/a
Restaurants,Lilla Cafe,126 Union St,Brooklyn,NY,11231,(718) 855-5700,LillaCafe 
Restaurants,The Atlantic ChipShop,129 Atlantic Ave,Brooklyn,NY,11201,(718) 855-7774,n/a
Restaurants,Exquisite Movement,218 Parkside Avenue,Brooklyn,NY,11226,(718) 856-2982,n/a
Restaurants,Mexican Grocery & More,326a East 2nd St,Brooklyn,NY,11218,(718) 871-6882,n/a
Restaurants,Cafe Narjis,2818 Coney Island Ave,Brooklyn,NY,11235,(718) 872-7888,n/a
Restaurants,Nargis Cafe,2818 Coney Island Ave,Brooklyn,NY,11235,(718) 872-7888,n/a
Restaurants,Zebra Lounge,35-06 Farrington St,Flushing,NY,11354,(718) 886-3026,n/a
Restaurants,Tasty Roast House,5916 Main St,Flushing,NY,11355,(718) 886-3118,n/a
Restaurants,Yummy Thai,41-83 Bowne St,Flushing,NY,11355,(718) 886-4105,n/a
Restaurants,Nikos Coffee Shop,4504 Parsons Blvd,Flushing,NY,11355,(718) 886-4855,n/a
Restaurants,Popeye's,40-06 Main St,Flushing,NY,11354,(718) 886-5836,PopeyesChicken 
Restaurants,Debasaki,3367 Farrington St,Flushing,NY,11354,(718) 886-6878,debasaki 
Restaurants,Cash Villa Shabu Shabu,59-16A Main St,Flushing,NY,11355,(718) 886-8017,n/a
Restaurants,C & L Imperial,59-14 A Main St,Queens,NY,11355,(718) 886-8788,n/a
Restaurants,Northport Lin's,59-14 A Main St,Flushing,NY,11355,(718) 886-8788,n/a
Restaurants,Canton Gourmet,3808 Prince St,Flushing,NY,11354,(718) 886-9288,n/a
Restaurants,Mimi's Cafe & Shabu,13621 41st Ave,Flushing,NY,11355,(718) 886-9815,n/a
Restaurants,Tea Shop & Japanese Cuisine,37-18 Main St,Flushing,NY,11354,(718) 886-9880,n/a
Restaurants,Hunan Kitchen of Grand Sichuan,42-47 Main St,Flushing,NY,11355,(718) 888-0553,n/a
Restaurants,Nan Bei Ho,3907 Prince St 1G,Queens,NY,11354,(718) 888-1268,n/a
Restaurants,Kimganae Korean Restaurant,3912 Union St,Flushing,NY,11354,(718) 888-3100,n/a
Restaurants,Mars Deli 1,4447 Kissena Blvd,Flushing,NY,11355,(718) 888-7658,n/a
Restaurants,Modurang Cafe,159-25 Northern Blvd,Flushing,NY,11358,(718) 888-7790,n/a
Restaurants,Sifu Chio,40-09 Prince St,Flushing,NY,11354,(718) 888-9295,n/a
Restaurants,J & J Sandwich King,14625 Northern Blvd,Flushing,NY,11354,(718) 888-9655,n/a
Restaurants,Osaka Japanese Restaurant,2805 Ave U,Brooklyn,NY,11229,(718) 891-6200,n/a
Restaurants,Olive Valley,43 Bogart St,Brooklyn,NY,11206,(718) 894-1800,n/a
Restaurants,Kalina Restaurant,1476 Broadway,Brooklyn,NY,11221,(718) 919-1111,n/a
Restaurants,Tasty Chicken,1324 Broadway,Brooklyn,NY,11221,(718) 919-1772,n/a
Restaurants,White Castle,959 Atlantic Ave,Brooklyn,NY,11238,(718) 919-2500,WhiteCastle 
Restaurants,Popeye's Chicken & Biscuits,1132 Myrtle Ave,Brooklyn,NY,11206,(718) 919-3451,PopeyesChicken 
Restaurants,Gada's Delicatessen,9903 3rd Ave,Brooklyn,NY,11209,(718) 921-1657,n/a
Restaurants,Twenty3 Supper Club,8915 5th Ave,Brooklyn,NY,11209,(718) 921-2323,23SupperClub 
Restaurants,Arirang Hibachi Steakhouse,8812 4th Ave,Brooklyn,NY,11209,(718) 921-9449,n/a
Restaurants,Bar Tabac,128 Smith St,Brooklyn,NY,11201,(718) 923-0918,BarTabacNY 
Restaurants,Joe's Pizza,1858 Archer St,Bronx,NY,10460,(718) 931-0220,joespizza11215 
Restaurants,Gerritsen Beach Bagels,2712 Gerritsen Ave,Brooklyn,NY,11229,(718) 934-1454,n/a
Restaurants,Trio Pizzeria,1907 Avenue U,Brooklyn,NY,11229,(718) 934-8137,n/a
Restaurants,Ki Sushi,122 Smith St,Brooklyn,NY,11201,(718) 935-0575,n/a
Restaurants,Saul Restaurant,140 Smith St,Brooklyn,NY,11201,(718) 935-9844,n/a
Restaurants,Petey's Burger,46-46 Vernon Blvd,Long Island City,NY,11101,(718) 937-4040,PETEYSBURGER 
Restaurants,Alewife Queens,5-14 51st Ave,Long Island City,NY,11101,(718) 937-7494,AlewifeNYC 
Restaurants,Yan Jing Chinese & Japanese Restaurant,2525 Parsons Boulevard,Flushing,NY,11354,(718) 939-0925,n/a
Restaurants,McDonald's,4018 Main St,Queens,NY,11354,(718) 939-1881,McDNYTriState 
Restaurants,Boulevard Deli,158-25 Northern Blvd,New York,NY,11358,(718) 939-2915,n/a
Restaurants,Mapo Szechuan,37-04 Prince St,Flushing,NY,11354,(718) 939-3808,n/a
Restaurants,Gino's Pizzeria and Restaurant,6501 Kissena Blvd,Flushing,NY,11367,(718) 939-4474,n/a
